Pick,Team,PTS per game,TBR per game,AST per game,WS
48,OKC,3.2,1.7,0.55,1.8
48,PHI,4.5,7.1,0.7,8.2
48,PHO,5.36,1.78,0.94,9.14
48,POR,4.95,1.7,2.15,10.85
48,SAS,2.8,1.2,0.2,-0.2
48,UTA,7.6,4.7,1.2,9.2
48,WAS,2.35,1.3,0.55,1.45
49,ATL,8.23,1.93,3.53,16.83
49,BRK,2.6,0.6,1.7,-0.1
49,CHI,3.18,2.37,0.52,1.8
49,CLE,2.6,1.15,0.55,0.0
49,DEN,4.85,2.75,0.6,7.25
49,DET,4.7,4.7,0.95,2.8
49,GSW,1.8,1.95,0.45,-0.1
49,IND,5.2,1.8,0.5,25.2
49,MEM,2.2,0.5,0.9,-0.7
49,MIA,2.0,2.0,0.0,0.0
49,MIL,4.8,1.7,2.3,8.6
49,MIN,2.9,1.1,1.7,0.2
49,NYK,2.0,1.0,0.5,0.0
49,ORL,3.6,3.25,0.85,9.15
49,PHI,6.8,1.8,1.0,8.4
49,PHO,7.55,5.65,1.15,1.65
49,SAC,5.3,4.5,1.4,17.7
49,SAS,4.17,1.73,1.03,2.3
49,WAS,9.0,4.45,1.1,12.4
50,ATL,5.5,2.25,1.3,9.15
50,BOS,8.5,4.0,1.35,17.65
50,CHA,3.7,2.2,0.3,10.4
50,CHI,4.8,2.4,0.9,2.0
50,CLE,6.72,2.82,1.35,3.15
50,DAL,2.33,1.9,0.63,-0.07
50,DET,17.0,7.8,2.6,36.5
50,GSW,3.55,1.8,0.4,0.35
50,IND,4.07,2.2,0.67,5.0
50,LAL,2.8,4.2,0.8,0.8
50,MIL,5.25,3.75,1.25,11.1
50,NYK,5.0,1.2,2.0,4.2
50,OKC,1.2,1.1,0.4,-0.1
50,PHI,2.9,2.55,0.5,6.9
50,PHO,2.83,0.97,0.77,15.7
50,POR,3.35,1.95,0.45,2.75
50,SAC,1.6,2.0,0.5,-0.2
50,SAS,3.8,1.6,0.4,0.0
50,UTA,1.2,0.6,0.1,0.1
50,WAS,5.5,1.3,1.8,-0.5
51,ATL,6.6,2.2,0.6,6.5
51,BOS,1.53,0.77,0.73,-0.03
51,BRK,7.35,3.0,1.35,37.25
51,CHI,0.0,0.0,0.0,0.0
51,DEN,6.75,1.9,2.05,11.8
51,GSW,4.0,1.32,0.5,0.56
51,HOU,6.37,4.8,1.0,9.67
51,LAC,1.5,1.6,0.2,-0.2
51,LAL,2.63,1.4,0.63,2.2
51,MEM,5.4,1.65,1.1,0.1
51,MIN,1.9,0.4,0.8,0.1
51,NYK,4.2,2.55,0.6,1.6
51,PHO,2.25,1.15,0.25,0.25
51,SAC,3.85,2.8,0.55,6.4
51,UTA,2.1,1.9,0.7,0.0
52,ATL,4.47,3.3,0.87,3.73
52,BOS,4.55,3.3,0.55,6.15
52,BRK,6.7,2.0,2.8,1.5
52,CHA,6.9,3.3,1.2,5.3
52,CHI,3.25,1.1,1.27,0.45
52,CLE,3.7,1.85,0.7,9.5
52,DET,3.75,1.9,0.35,1.35
52,GSW,0.9,1.0,0.2,0.2
52,IND,4.37,1.93,1.4,11.2
52,LAC,0.8,0.3,0.2,0.0
52,LAL,3.3,0.7,1.6,0.5
52,MIA,1.6,1.75,0.1,0.55
52,MIN,2.8,1.5,1.8,-0.2
52,NOH,6.2,1.5,1.1,3.2
52,OKC,4.05,1.05,1.15,2.95
52,PHI,7.0,1.5,4.4,0.4
52,PHO,5.53,2.37,2.23,3.33
52,POR,1.6,0.6,0.6,-0.1
52,SAC,4.17,2.7,0.63,4.0
52,SAS,3.1,1.6,0.8,0.6
52,UTA,1.6,1.25,0.05,0.15
53,ATL,4.4,3.15,0.75,0.65
53,BOS,2.72,1.0,1.06,0.14
53,DAL,5.0,2.8,1.3,20.9
53,DEN,2.05,1.95,0.2,0.0
53,GSW,3.75,1.2,1.65,2.05
53,LAC,2.3,4.3,0.7,1.4
53,MIA,5.7,2.33,0.73,7.7
53,MIL,1.4,1.1,0.2,0.0
53,OKC,3.2,1.65,1.15,2.08
53,ORL,2.0,1.4,0.7,1.6
53,PHI,3.9,3.05,0.75,1.4
53,PHO,2.8,2.1,0.5,0.1
53,POR,6.05,4.35,1.75,44.05
53,SAC,2.2,0.85,1.7,1.0
53,SAS,3.8,1.8,1.7,2.4
53,UTA,4.35,2.1,1.3,7.85
54,ATL,5.8,1.9,1.85,0.0
54,BRK,2.55,1.15,0.35,0.25
54,DAL,6.45,1.75,2.4,4.65
54,DEN,2.9,2.2,0.5,2.1
54,GSW,3.0,1.6,0.2,0.0
54,HOU,8.7,3.7,1.1,41.7
54,IND,3.7,2.2,0.6,1.5
54,LAC,2.27,1.03,0.67,0.3
54,LAL,3.2,1.3,0.3,0.0
54,NYK,2.8,1.2,0.2,0.2
54,OKC,4.05,2.5,0.5,3.5
54,PHI,2.05,1.35,0.35,-0.15
54,PHO,4.1,3.0,1.35,1.5
54,SAC,0.7,0.6,0.2,0.0
54,SAS,6.3,1.8,1.0,0.4
54,UTA,7.15,2.65,1.5,19.5
54,WAS,4.0,0.0,0.0,0.0
55,BOS,7.9,2.0,1.8,14.8
55,BRK,3.2,1.15,0.5,-0.05
55,CHA,0.0,0.0,0.0,0.0
55,CLE,2.2,0.5,1.0,-0.2
55,DAL,0.0,0.9,0.3,-0.3
55,DEN,2.6,2.1,0.5,12.4
55,GSW,4.07,2.27,0.6,0.27
55,HOU,2.2,0.2,0.7,0.0
55,IND,2.0,0.0,0.0,0.0
55,MEM,5.6,3.8,0.9,5.2
55,MIA,2.9,1.4,2.0,0.1
55,NYK,4.7,2.33,1.63,5.57
55,OKC,6.43,3.7,0.8,9.6
55,PHO,7.9,4.7,0.9,16.9
55,POR,7.6,1.5,2.27,11.2
55,SAC,0.7,0.4,0.1,-0.2
55,UTA,3.87,1.47,1.17,3.6
56,ATL,3.7,2.7,0.7,3.5
56,BOS,3.15,2.15,0.45,0.45
56,CHA,1.55,0.05,0.45,0.05
56,CLE,2.1,0.8,1.1,0.6
56,DEN,2.5,1.85,0.95,-0.15
56,DET,4.65,3.0,1.3,27.55
56,GSW,2.2,1.4,0.2,0.2
56,LAL,4.1,2.1,0.7,1.8
56,MEM,3.2,1.6,0.7,-0.2
56,MIL,10.3,2.7,4.1,28.8
56,MIN,0.6,0.8,0.1,0.0
56,NOH,0.8,0.7,0.0,0.0
56,NYK,4.0,2.2,1.9,5.5
56,OKC,0.9,1.0,0.1,0.2
56,PHI,2.8,1.65,0.15,0.05
56,PHO,6.7,2.2,1.0,3.9
56,POR,9.55,5.35,1.8,30.5
56,SAC,4.4,1.6,1.9,-0.1
56,SAS,6.0,3.35,0.8,22.85
57,ATL,1.9,0.55,1.05,0.0
57,BOS,2.9,0.8,1.1,0.0
57,BRK,5.4,2.3,0.5,1.0
57,CLE,5.0,2.4,2.45,2.9
57,DAL,2.0,1.0,1.5,0.0
57,DET,1.3,0.0,0.0,0.0
57,GSW,5.5,3.8,1.3,4.5
57,IND,1.6,0.4,0.0,0.1
57,LAC,4.7,3.3,0.7,0.4
57,NOH,2.8,1.2,1.1,0.1
57,NYK,10.0,4.7,1.9,29.8
57,OKC,1.95,1.15,1.2,0.25
57,PHI,1.1,1.6,0.1,0.1
57,PHO,9.9,7.9,1.1,61.3
57,POR,6.7,5.0,0.8,3.1
57,SAC,1.8,1.8,2.1,-0.2
57,SAS,5.03,1.8,1.3,35.5
57,UTA,2.1,2.3,0.3,0.3
57,WAS,7.35,3.8,1.6,7.05
58,ATL,2.9,1.4,0.4,0.1
58,BOS,4.65,1.65,0.85,1.5
58,CHI,2.7,1.7,0.2,2.3
58,DEN,1.6,0.4,0.5,0.1
58,DET,2.45,1.75,0.25,6.75
58,GSW,1.63,1.53,1.2,0.33
58,HOU,11.5,6.2,2.0,32.9
58,LAL,3.25,1.5,0.35,0.15
58,MIL,1.2,1.0,0.2,0.1
58,MIN,3.9,2.7,0.5,1.9
58,NYK,5.47,3.97,1.63,22.8
58,PHI,5.25,4.45,0.9,12.15
58,PHO,10.6,5.7,1.4,0.6
58,SAC,2.7,2.5,0.3,0.1
58,SAS,6.9,1.8,1.4,1.7
58,TOR,1.9,0.7,0.1,0.1
58,WAS,5.7,1.6,1.5,-0.4
60,ATL,0.0,0.0,0.5,0.0
60,BOS,3.8,2.8,0.4,1.8
60,DET,2.25,1.05,0.85,-0.15
60,GSW,5.38,3.42,0.72,-2.45
60,IND,6.6,1.6,0.9,-0.1
60,LAL,4.8,2.3,1.73,18.3
60,NOH,6.1,1.6,1.4,3.5
60,NYK,6.1,2.9,2.1,4.5
60,PHI,1.0,1.0,0.1,-0.2
60,POR,15.4,2.3,2.4,21.5
60,SAC,17.5,2.4,4.8,45.3
60,SAS,3.5,2.8,0.3,0.9
60,UTA,5.1,2.1,1.1,0.1
